NAME,TYPE,SUBTYPE,CR,SOURCE,LINK
Kostchtchie,Fiend,demon,25,BGDIA,https://5e.tools/bestiary.html#kostchtchie_bgdia
Kraken,Monstrosity,titan,23,MM,https://5e.tools/bestiary.html#kraken_mm
Kraken,Monstrosity,,13,PSZ,https://5e.tools/bestiary.html#kraken_psz
Kraken Priest,Humanoid,any race,5,VGM,https://5e.tools/bestiary.html#kraken%20priest_vgm
Kraul Death Priest,Humanoid,kraul,4,GGR,https://5e.tools/bestiary.html#kraul%20death%20priest_ggr
Kraul Warrior,Humanoid,kraul,1/2,GGR,https://5e.tools/bestiary.html#kraul%20warrior_ggr
Krebbyg Masq'il'yr,Humanoid,elf,4,WDH,https://5e.tools/bestiary.html#krebbyg%20masq'il'yr_wdh
Krell Grohlg,Humanoid,half-orc,2,GoS,https://5e.tools/bestiary.html#krell%20grohlg_gos
Krenko,Humanoid,goblinoid,1,KKW,https://5e.tools/bestiary.html#krenko_kkw
Krull,Humanoid,tortle,6,BGDIA,https://5e.tools/bestiary.html#krull_bgdia
Kruthik Hive Lord,Monstrosity,,5,MTF,https://5e.tools/bestiary.html#kruthik%20hive%20lord_mtf
Kuo-toa,Humanoid,kuo-toa,1/4,MM,https://5e.tools/bestiary.html#kuo-toa_mm
Kuo-toa Archpriest,Humanoid,kuo-toa,6,MM,https://5e.tools/bestiary.html#kuo-toa%20archpriest_mm
Kuo-toa Monitor,Humanoid,kuo-toa,3,MM,https://5e.tools/bestiary.html#kuo-toa%20monitor_mm
Kuo-toa Whip,Humanoid,kuo-toa,1,MM,https://5e.tools/bestiary.html#kuo-toa%20whip_mm
Kupalué,Plant,,1/4,ToA,https://5e.tools/bestiary.html#kupalué_toa
Kurr,Fiend,gnoll,4,OotA,https://5e.tools/bestiary.html#kurr_oota
Kwayothé,Humanoid,human,2,ToA,https://5e.tools/bestiary.html#kwayothé_toa
Kysh,Humanoid,triton,1,GoS,https://5e.tools/bestiary.html#kysh_gos
Lacedon,Undead,,1,TftYP,https://5e.tools/bestiary.html#lacedon_tftyp
Lady Fiona Wachter,Humanoid,human,2,CoS,https://5e.tools/bestiary.html#lady%20fiona%20wachter_cos
Lady Gondafrey,Elemental,,2,WDH,https://5e.tools/bestiary.html#lady%20gondafrey_wdh
Lady Illmarrow,Undead,,22,ERLW,https://5e.tools/bestiary.html#lady%20illmarrow_erlw
Lady Lydia Petrovna,Humanoid,human,0,CoS,https://5e.tools/bestiary.html#lady%20lydia%20petrovna_cos
Laeral Silverhand,Humanoid,human,17,WDH,https://5e.tools/bestiary.html#laeral%20silverhand_wdh
Lahnis,Humanoid,any race,9,TftYP,https://5e.tools/bestiary.html#lahnis_tftyp
"Laiba ""Nana"" Rosse",Humanoid,tiefling,2,WDH,"https://5e.tools/bestiary.html#laiba%20""nana""%20rosse_wdh"
Lamia,Monstrosity,,4,MM,https://5e.tools/bestiary.html#lamia_mm
Lampad,Fey,,3,MOT,https://5e.tools/bestiary.html#lampad_mot
Langdedrosa Cyanwrath,Humanoid,half-dragon,4,HotDQ,https://5e.tools/bestiary.html#langdedrosa%20cyanwrath_hotdq
Large Drake,Beast,,1,PSA,https://5e.tools/bestiary.html#large%20drake_psa
Large Mimic,Monstrosity,shapechanger,2,WDMM,https://5e.tools/bestiary.html#large%20mimic_wdmm
Large Mimic,Monstrosity,shapechanger,3,RMBRE,https://5e.tools/bestiary.html#large%20mimic_rmbre
Larva,Fiend,,0,DMG,https://5e.tools/bestiary.html#larva_dmg
Laskilar,Humanoid,human,2,ToA,https://5e.tools/bestiary.html#laskilar_toa
Lava Child,Humanoid,lava child,3,WDMM,https://5e.tools/bestiary.html#lava%20child_wdmm
Lawmage,Humanoid,any race,6,GGR,https://5e.tools/bestiary.html#lawmage_ggr
Layla the Lizard,Construct,,1,RMBRE,https://5e.tools/bestiary.html#layla%20the%20lizard_rmbre
Lazav,Monstrosity,shapechanger,17,GGR,https://5e.tools/bestiary.html#lazav_ggr
Lemure,Fiend,devil,0,MM,https://5e.tools/bestiary.html#lemure_mm
Leonin Iconoclast,Humanoid,leonin,5,MOT,https://5e.tools/bestiary.html#leonin%20iconoclast_mot
Leosin Erlanthar,Humanoid,any race,3,HotDQ,https://5e.tools/bestiary.html#leosin%20erlanthar_hotdq
Lesser Mummy Lord,Undead,,15,TftYP,https://5e.tools/bestiary.html#lesser%20mummy%20lord_tftyp
Lesser Star Spawn Emissary,Aberration,,19,VRGR,https://5e.tools/bestiary.html#lesser%20star%20spawn%20emissary_vrgr
Leucrotta,Monstrosity,,3,VGM,https://5e.tools/bestiary.html#leucrotta_vgm
Leviathan,Elemental,,20,MTF,https://5e.tools/bestiary.html#leviathan_mtf
Lhammaruntosz,Dragon,,16,SDW,https://5e.tools/bestiary.html#lhammaruntosz_sdw
Liara Portyr,Humanoid,human,4,ToA,https://5e.tools/bestiary.html#liara%20portyr_toa
Lich,Undead,,21,MM,https://5e.tools/bestiary.html#lich_mm
Lichen Lich,Undead,,18,CM,https://5e.tools/bestiary.html#lichen%20lich_cm
Lief Lipsiege,Humanoid,human,0,CoS,https://5e.tools/bestiary.html#lief%20lipsiege_cos
Lifferlas,Plant,,—,SKT,https://5e.tools/bestiary.html#lifferlas_skt
Lightning Golem,Construct,,5,CM,https://5e.tools/bestiary.html#lightning%20golem_cm
Linan Swift,Humanoid,human,0,HotDQ,https://5e.tools/bestiary.html#linan%20swift_hotdq
Lion,Beast,,1,MM,https://5e.tools/bestiary.html#lion_mm
Living Bigby's Hand,Construct,,4,IDRotF,https://5e.tools/bestiary.html#living%20bigby's%20hand_idrotf
Living Blade of Disaster,Construct,,8,IDRotF,https://5e.tools/bestiary.html#living%20blade%20of%20disaster_idrotf
Living Burning Hands,Construct,,1,ERLW,https://5e.tools/bestiary.html#living%20burning%20hands_erlw
Living Cloudkill,Construct,,7,ERLW,https://5e.tools/bestiary.html#living%20cloudkill_erlw
Living Demiplane,Construct,,0,IDRotF,https://5e.tools/bestiary.html#living%20demiplane_idrotf
Living Iron Statue,Construct,,5,GoS,https://5e.tools/bestiary.html#living%20iron%20statue_gos
Living Lightning Bolt,Construct,,5,ERLW,https://5e.tools/bestiary.html#living%20lightning%20bolt_erlw
Living Unseen Servant,Construct,,0,WDMM,https://5e.tools/bestiary.html#living%20unseen%20servant_wdmm
Lizard,Beast,,0,MM,https://5e.tools/bestiary.html#lizard_mm
Lizard King,Humanoid,lizardfolk,4,MM,https://5e.tools/bestiary.html#lizard%20king_mm
Lizard Queen,Humanoid,lizardfolk,4,MM,https://5e.tools/bestiary.html#lizard%20queen_mm
Lizardfolk,Humanoid,lizardfolk,1/2,MM,https://5e.tools/bestiary.html#lizardfolk_mm
Lizardfolk Commoner,Humanoid,lizardfolk,1/4,GoS,https://5e.tools/bestiary.html#lizardfolk%20commoner_gos
Lizardfolk Render,Humanoid,lizardfolk,3,GoS,https://5e.tools/bestiary.html#lizardfolk%20render_gos
Lizardfolk Scaleshield,Humanoid,lizardfolk,1,GoS,https://5e.tools/bestiary.html#lizardfolk%20scaleshield_gos
Lizardfolk Shaman,Humanoid,lizardfolk,2,MM,https://5e.tools/bestiary.html#lizardfolk%20shaman_mm
Lizardfolk Subchief,Humanoid,lizardfolk,3,GoS,https://5e.tools/bestiary.html#lizardfolk%20subchief_gos
Loading Rig,Construct,,1,KKW,https://5e.tools/bestiary.html#loading%20rig_kkw
Locathah,Humanoid,locathah,1/2,GoS,https://5e.tools/bestiary.html#locathah_gos
Locathah Hunter,Humanoid,locathah,2,GoS,https://5e.tools/bestiary.html#locathah%20hunter_gos
Lonelywood Banshee,Undead,,4,IDRotF,https://5e.tools/bestiary.html#lonelywood%20banshee_idrotf
Lords' Alliance Guard,Humanoid,dwarf,1/4,OotA,https://5e.tools/bestiary.html#lords'%20alliance%20guard_oota
Lords' Alliance Spy,Humanoid,human,1,OotA,https://5e.tools/bestiary.html#lords'%20alliance%20spy_oota
Lorthuun,Aberration,,9,OotA,https://5e.tools/bestiary.html#lorthuun_oota
Losser Mirklav,Humanoid,Lightfoot halfling,6,WDH,https://5e.tools/bestiary.html#losser%20mirklav_wdh
Loup Garou,Monstrosity,shapechanger,13,VRGR,https://5e.tools/bestiary.html#loup%20garou_vrgr
Ludmilla Vilisevic,Undead,,5,CoS,https://5e.tools/bestiary.html#ludmilla%20vilisevic_cos
Lulu,Celestial,,5,BGDIA,https://5e.tools/bestiary.html#lulu_bgdia
Lumalia,Celestial,,10,TftYP,https://5e.tools/bestiary.html#lumalia_tftyp
Luvash,Humanoid,human,2,CoS,https://5e.tools/bestiary.html#luvash_cos
Lycanthropickle,Plant,,1/8,RMBRE,https://5e.tools/bestiary.html#lycanthropickle_rmbre
Lynx Creatlach,Undead,tiefling,5,IMR,https://5e.tools/bestiary.html#lynx%20creatlach_imr
"Lyzandra ""Lyzzie"" Calderos",Humanoid,human,6,PotA,"https://5e.tools/bestiary.html#lyzandra%20""lyzzie""%20calderos_pota"
Maccath the Crimson,Humanoid,tiefling,6,RoT,https://5e.tools/bestiary.html#maccath%20the%20crimson_rot
Mad Golem,Construct,,12,WDMM,https://5e.tools/bestiary.html#mad%20golem_wdmm
Mad Maggie,Fiend,,5,BGDIA,https://5e.tools/bestiary.html#mad%20maggie_bgdia
Mad Mary,Humanoid,human,0,CoS,https://5e.tools/bestiary.html#mad%20mary_cos
Madam Eva,Humanoid,human,10,CoS,https://5e.tools/bestiary.html#madam%20eva_cos
Maddgoth's Homunculus,Construct,,2,WDMM,https://5e.tools/bestiary.html#maddgoth's%20homunculus_wdmm
Maegera the Dawn Titan,Elemental,,23,SKT,https://5e.tools/bestiary.html#maegera%20the%20dawn%20titan_skt
Maegla Tarnlar,Humanoid,human,0,PotA,https://5e.tools/bestiary.html#maegla%20tarnlar_pota
Mage,Humanoid,any race,6,MM,https://5e.tools/bestiary.html#mage_mm
Magewright,Humanoid,any race,0,ERLW,https://5e.tools/bestiary.html#magewright_erlw
Magister Umbero Zastro,Humanoid,half-elf,0,WDH,https://5e.tools/bestiary.html#magister%20umbero%20zastro_wdh
Magma Mephit,Elemental,,1/2,MM,https://5e.tools/bestiary.html#magma%20mephit_mm
Magmin,Elemental,,1/2,MM,https://5e.tools/bestiary.html#magmin_mm
Mahadi the Rakshasa,Fiend,,14,BGDIA,https://5e.tools/bestiary.html#mahadi%20the%20rakshasa_bgdia
Majesto,Fiend,devil,1,CoS,https://5e.tools/bestiary.html#majesto_cos
Male Steeder,Monstrosity,,1/4,MTF,https://5e.tools/bestiary.html#male%20steeder_mtf
Malformed Kraken,Monstrosity,,10,TftYP,https://5e.tools/bestiary.html#malformed%20kraken_tftyp
Mammoth,Beast,,6,MM,https://5e.tools/bestiary.html#mammoth_mm
Manafret Cherryport,Humanoid,Lightfoot halfling,6,WDH,https://5e.tools/bestiary.html#manafret%20cherryport_wdh
Manes,Fiend,demon,1/8,MM,https://5e.tools/bestiary.html#manes_mm
Manshoon,Humanoid,human,13,WDH,https://5e.tools/bestiary.html#manshoon_wdh
Manshoon Simulacrum,Humanoid,human,8,WDH,https://5e.tools/bestiary.html#manshoon%20simulacrum_wdh
Manticore,Monstrosity,,3,MM,https://5e.tools/bestiary.html#manticore_mm
"Manticore, Heart-Piercer",Monstrosity,,5,PSA,https://5e.tools/bestiary.html#manticore%2c%20heart-piercer_psa
Mantrap,Plant,,1,ToA,https://5e.tools/bestiary.html#mantrap_toa
Marfulb,Monstrosity,,1,RoT,https://5e.tools/bestiary.html#marfulb_rot
Marid,Elemental,,11,MM,https://5e.tools/bestiary.html#marid_mm
Marilith,Fiend,demon,16,MM,https://5e.tools/bestiary.html#marilith_mm
Markham Southwell,Humanoid,Turami human,0,SKT,https://5e.tools/bestiary.html#markham%20southwell_skt
Marlos Urnrayle,Monstrosity,,8,PotA,https://5e.tools/bestiary.html#marlos%20urnrayle_pota
Marta Moonshadow,Humanoid,elf,6,WDMM,https://5e.tools/bestiary.html#marta%20moonshadow_wdmm
Martial Arts Adept,Humanoid,any race,3,VGM,https://5e.tools/bestiary.html#martial%20arts%20adept_vgm
Marut,Construct,inevitable,25,MTF,https://5e.tools/bestiary.html#marut_mtf
Mary Greymalkin,Humanoid,,2,LLK,https://5e.tools/bestiary.html#mary%20greymalkin_llk
Marzena Belview,Humanoid,mongrelfolk,1/4,CoS,https://5e.tools/bestiary.html#marzena%20belview_cos
Master of Cruelties,Fiend,demon,9,GGR,https://5e.tools/bestiary.html#master%20of%20cruelties_ggr
Master of Souls,Humanoid,human,4,BGDIA,https://5e.tools/bestiary.html#master%20of%20souls_bgdia
Master Refrum,Humanoid,human,2,GoS,https://5e.tools/bestiary.html#master%20refrum_gos
Master Sage,Humanoid,any race,5,CM,https://5e.tools/bestiary.html#master%20sage_cm
Master Thief,Humanoid,any race,5,VGM,https://5e.tools/bestiary.html#master%20thief_vgm
Mastiff,Beast,,1/8,MM,https://5e.tools/bestiary.html#mastiff_mm
"Mattrim ""Threestrings"" Mereg",Humanoid,human,2,WDH,"https://5e.tools/bestiary.html#mattrim%20""threestrings""%20mereg_wdh"
Maurezhi,Fiend,demon,7,MTF,https://5e.tools/bestiary.html#maurezhi_mtf
Maw Demon,Fiend,demon,1,VGM,https://5e.tools/bestiary.html#maw%20demon_vgm
Maw of Sekolah,Monstrosity,,7,GoS,https://5e.tools/bestiary.html#maw%20of%20sekolah_gos
Maxeene,Beast,,1/4,WDH,https://5e.tools/bestiary.html#maxeene_wdh
Meazel,Humanoid,meazel,1,MTF,https://5e.tools/bestiary.html#meazel_mtf
Mechachimera,Construct,,6,OoW,https://5e.tools/bestiary.html#mechachimera_oow
Mechanical Bird,Construct,,Unknown,WDH,https://5e.tools/bestiary.html#mechanical%20bird_wdh
Medusa,Monstrosity,,6,MM,https://5e.tools/bestiary.html#medusa_mm
Medusa,Monstrosity,,6,MOT,https://5e.tools/bestiary.html#medusa_mot
Meenlock,Fey,,2,VGM,https://5e.tools/bestiary.html#meenlock_vgm
Meeseeks,Humanoid,any race,0,RMBRE,https://5e.tools/bestiary.html#meeseeks_rmbre
Melannor Fellbranch,Humanoid,half-elf,2,WDH,https://5e.tools/bestiary.html#melannor%20fellbranch_wdh
Meletian Hoplite,Humanoid,,3,MOT,https://5e.tools/bestiary.html#meletian%20hoplite_mot
Melissara Shadowdusk,Humanoid,human,12,WDMM,https://5e.tools/bestiary.html#melissara%20shadowdusk_wdmm
Meloon Wardragon,Humanoid,human,9,WDH,https://5e.tools/bestiary.html#meloon%20wardragon_wdh
Mend-nets,Humanoid,human,1/8,RoT,https://5e.tools/bestiary.html#mend-nets_rot
Mennek Ariz,Humanoid,human,5,TftYP,https://5e.tools/bestiary.html#mennek%20ariz_tftyp
Merfolk,Humanoid,merfolk,1/8,MM,https://5e.tools/bestiary.html#merfolk_mm
Merfolk Salvager,Humanoid,merfolk,1,GoS,https://5e.tools/bestiary.html#merfolk%20salvager_gos
Merfolk Scout,Humanoid,merfolk,1/2,GoS,https://5e.tools/bestiary.html#merfolk%20scout_gos
Merregon,Fiend,devil,4,MTF,https://5e.tools/bestiary.html#merregon_mtf
Merrenoloth,Fiend,yugoloth,3,MTF,https://5e.tools/bestiary.html#merrenoloth_mtf
Merrow,Monstrosity,,2,MM,https://5e.tools/bestiary.html#merrow_mm
Merrow Shallowpriest,Monstrosity,,4,EGW,https://5e.tools/bestiary.html#merrow%20shallowpriest_egw
Metal Wasp,Construct,,1/2,WDMM,https://5e.tools/bestiary.html#metal%20wasp_wdmm
Mezzoloth,Fiend,yugoloth,5,MM,https://5e.tools/bestiary.html#mezzoloth_mm
Mighty Servant of Leuk-o,Construct,,—,TCE,https://5e.tools/bestiary.html#mighty%20servant%20of%20leuk-o_tce
Miirym,Undead,,22,CM,https://5e.tools/bestiary.html#miirym_cm
Milivoj,Humanoid,human,0,CoS,https://5e.tools/bestiary.html#milivoj_cos
Mimic,Monstrosity,shapechanger,2,MM,https://5e.tools/bestiary.html#mimic_mm
Mimic Chair,Monstrosity,shapechanger,2,CM,https://5e.tools/bestiary.html#mimic%20chair_cm
Mind Drinker Vampire,Undead,,4,GGR,https://5e.tools/bestiary.html#mind%20drinker%20vampire_ggr
Mind Flayer,Aberration,,7,MM,https://5e.tools/bestiary.html#mind%20flayer_mm
Mind Flayer Arcanist,Aberration,,8,MM,https://5e.tools/bestiary.html#mind%20flayer%20arcanist_mm
Mind Flayer Psion,Aberration,,8,VGM,https://5e.tools/bestiary.html#mind%20flayer%20psion_vgm
Mind Mage,Humanoid,any race,5,GGR,https://5e.tools/bestiary.html#mind%20mage_ggr
Mindful Marauder,Undead,,15,PSA,https://5e.tools/bestiary.html#mindful%20marauder_psa
Mindless Marauder,Undead,,3,PSA,https://5e.tools/bestiary.html#mindless%20marauder_psa
Mindwitness,Aberration,,5,VGM,https://5e.tools/bestiary.html#mindwitness_vgm
Minotaur,Monstrosity,,3,MM,https://5e.tools/bestiary.html#minotaur_mm
Minotaur Living Crystal Statue,Construct,,6,GoS,https://5e.tools/bestiary.html#minotaur%20living%20crystal%20statue_gos
Minotaur Skeleton,Undead,,2,MM,https://5e.tools/bestiary.html#minotaur%20skeleton_mm
Miraj Vizann,Humanoid,earth genasi,6,PotA,https://5e.tools/bestiary.html#miraj%20vizann_pota
Miros Xelbrin,Humanoid,Damaran human,0,SKT,https://5e.tools/bestiary.html#miros%20xelbrin_skt
Mirran,Giant,,13,SKT,https://5e.tools/bestiary.html#mirran_skt
Mirt,Humanoid,human,9,WDH,https://5e.tools/bestiary.html#mirt_wdh
Mishka Belview,Humanoid,mongrelfolk,1/4,CoS,https://5e.tools/bestiary.html#mishka%20belview_cos
Mister Threadneedle,Construct,,1,ToA,https://5e.tools/bestiary.html#mister%20threadneedle_toa
Mite,Fey,,1/4,MFF,https://5e.tools/bestiary.html#mite_mff
Mjenir,Humanoid,human,2,IDRotF,https://5e.tools/bestiary.html#mjenir_idrotf
Mobar,Humanoid,"goblin, shapechanger",2,WDMM,https://5e.tools/bestiary.html#mobar_wdmm
Moghadam,Humanoid,human,12,IMR,https://5e.tools/bestiary.html#moghadam_imr
Moloch,Fiend,devil,21,MTF,https://5e.tools/bestiary.html#moloch_mtf
Molten Magma Roper,Monstrosity,,5,PotA,https://5e.tools/bestiary.html#molten%20magma%20roper_pota
Molydeus,Fiend,demon,21,MTF,https://5e.tools/bestiary.html#molydeus_mtf
Mongrelfolk,Humanoid,mongrelfolk,1/4,CoS,https://5e.tools/bestiary.html#mongrelfolk_cos
Monodrone,Construct,,1/8,MM,https://5e.tools/bestiary.html#monodrone_mm
Monstrous Peryton,Monstrosity,,11,GoS,https://5e.tools/bestiary.html#monstrous%20peryton_gos
Moorbounder,Beast,,1,EGW,https://5e.tools/bestiary.html#moorbounder_egw
Morak Ur'gray,Humanoid,dwarf,0,SKT,https://5e.tools/bestiary.html#morak%20ur'gray_skt
Mordakhesh,Fiend,,15,ERLW,https://5e.tools/bestiary.html#mordakhesh_erlw
Morgantha,Fiend,,5,CoS,https://5e.tools/bestiary.html#morgantha_cos
Morkoth,Aberration,,11,VGM,https://5e.tools/bestiary.html#morkoth_vgm
Mormesk the Wraith,Undead,,3,LMoP,https://5e.tools/bestiary.html#mormesk%20the%20wraith_lmop
Mortlock Vanthampur,Humanoid,human,3,BGDIA,https://5e.tools/bestiary.html#mortlock%20vanthampur_bgdia
Mossback Steward,Monstrosity,,7,EGW,https://5e.tools/bestiary.html#mossback%20steward_egw
Mountain Goat,Beast,,1/8,IDRotF,https://5e.tools/bestiary.html#mountain%20goat_idrotf
Mouth of Grolantor,Giant,hill giant,6,VGM,https://5e.tools/bestiary.html#mouth%20of%20grolantor_vgm
Mr. Dory,Aberration,,10,GoS,https://5e.tools/bestiary.html#mr.%20dory_gos
Mud Mephit,Elemental,,1/4,MM,https://5e.tools/bestiary.html#mud%20mephit_mm
Muiral,Monstrosity,,13,WDMM,https://5e.tools/bestiary.html#muiral_wdmm
Mule,Beast,,1/8,MM,https://5e.tools/bestiary.html#mule_mm
Mummy,Undead,,3,MM,https://5e.tools/bestiary.html#mummy_mm
Mummy Lord,Undead,,15,MM,https://5e.tools/bestiary.html#mummy%20lord_mm
Musharib,Humanoid,dwarf,1,ToA,https://5e.tools/bestiary.html#musharib_toa
Mwaxanaré,Humanoid,human,1/8,ToA,https://5e.tools/bestiary.html#mwaxanaré_toa
Myconid Adult,Plant,,1/2,MM,https://5e.tools/bestiary.html#myconid%20adult_mm
Myconid Sovereign,Plant,,2,MM,https://5e.tools/bestiary.html#myconid%20sovereign_mm
Myconid Sprout,Plant,,0,MM,https://5e.tools/bestiary.html#myconid%20sprout_mm
Môrgæn,Humanoid,elf,4,AI,https://5e.tools/bestiary.html#môrgæn_ai
Na,Humanoid,human,0,ToA,https://5e.tools/bestiary.html#na_toa
Nabassu,Fiend,demon,15,MTF,https://5e.tools/bestiary.html#nabassu_mtf
Naergoth Bladelord,Undead,,11,RoT,https://5e.tools/bestiary.html#naergoth%20bladelord_rot
Nagpa,Humanoid,nagpa,17,MTF,https://5e.tools/bestiary.html#nagpa_mtf
Nahual,Fiend,demon,3,TftYP,https://5e.tools/bestiary.html#nahual_tftyp
Naiad,Fey,,2,MOT,https://5e.tools/bestiary.html#naiad_mot
Nalfeshnee,Fiend,demon,13,MM,https://5e.tools/bestiary.html#nalfeshnee_mm
Nanny Pu'pu,Fey,,3,ToA,https://5e.tools/bestiary.html#nanny%20pu'pu_toa
Nar'l Xibrindas,Humanoid,elf,7,WDH,https://5e.tools/bestiary.html#nar'l%20xibrindas_wdh
Narbeck Horn,Humanoid,dwarf,3,SKT,https://5e.tools/bestiary.html#narbeck%20horn_skt
Narrak,Humanoid,derro,2,OotA,https://5e.tools/bestiary.html#narrak_oota
Narth Tezrin,Humanoid,Tethyrian human,0,SKT,https://5e.tools/bestiary.html#narth%20tezrin_skt
Narzugon,Fiend,devil,13,MTF,https://5e.tools/bestiary.html#narzugon_mtf
Nass Lantomir's Ghost,Undead,,6,IDRotF,https://5e.tools/bestiary.html#nass%20lantomir's%20ghost_idrotf
Nat,Humanoid,human,Unknown,WDH,https://5e.tools/bestiary.html#nat_wdh
Naxene Drathkala,Humanoid,Turami human,0,SKT,https://5e.tools/bestiary.html#naxene%20drathkala_skt
Necrichor,Undead,,7,VRGR,https://5e.tools/bestiary.html#necrichor_vrgr
Necromancer,Humanoid,any race,9,VGM,https://5e.tools/bestiary.html#necromancer_vgm
Necromite of Myrkul,Humanoid,human,1/2,BGDIA,https://5e.tools/bestiary.html#necromite%20of%20myrkul_bgdia
Necrotic Centipede,Monstrosity,,11,BGDIA,https://5e.tools/bestiary.html#necrotic%20centipede_bgdia
Nedylene,Humanoid,elf,8,TftYP,https://5e.tools/bestiary.html#nedylene_tftyp
Needle Blight,Plant,,1/4,MM,https://5e.tools/bestiary.html#needle%20blight_mm
Needle Lord,Plant,,3,MFF,https://5e.tools/bestiary.html#needle%20lord_mff
Needle Spawn,Plant,,1/2,MFF,https://5e.tools/bestiary.html#needle%20spawn_mff
Neo-Otyugh,Aberration,,7,IMR,https://5e.tools/bestiary.html#neo-otyugh_imr
Neogi,Aberration,,3,VGM,https://5e.tools/bestiary.html#neogi_vgm
Neogi Hatchling,Aberration,,1/8,VGM,https://5e.tools/bestiary.html#neogi%20hatchling_vgm
Neogi Master,Aberration,,4,VGM,https://5e.tools/bestiary.html#neogi%20master_vgm
Neothelid,Aberration,,13,VGM,https://5e.tools/bestiary.html#neothelid_vgm
Nepartak,Undead,,4,ToA,https://5e.tools/bestiary.html#nepartak_toa
Nereid,Fey,,2,TftYP,https://5e.tools/bestiary.html#nereid_tftyp
Nergaliid,Fiend,devil,3,EGW,https://5e.tools/bestiary.html#nergaliid_egw
Neronvain,Humanoid,elf,9,RoT,https://5e.tools/bestiary.html#neronvain_rot
Nerozar the Defeated,Undead,,5,WDMM,https://5e.tools/bestiary.html#nerozar%20the%20defeated_wdmm
Nester,Undead,,12,WDMM,https://5e.tools/bestiary.html#nester_wdmm
Nezznar the Black Spider,Humanoid,elf,2,LMoP,https://5e.tools/bestiary.html#nezznar%20the%20black%20spider_lmop
Night Blade,Humanoid,human,1/4,BGDIA,https://5e.tools/bestiary.html#night%20blade_bgdia
Night Hag,Fiend,,5,MM,https://5e.tools/bestiary.html#night%20hag_mm
Nightmare,Fiend,,3,MM,https://5e.tools/bestiary.html#nightmare_mm
Nightmare Shepherd,Fiend,,11,MOT,https://5e.tools/bestiary.html#nightmare%20shepherd_mot
Nightveil Specter,Undead,,10,GGR,https://5e.tools/bestiary.html#nightveil%20specter_ggr
Nightwalker,Undead,,20,MTF,https://5e.tools/bestiary.html#nightwalker_mtf
Nihiloor,Aberration,,7,WDH,https://5e.tools/bestiary.html#nihiloor_wdh
Nikolai Wachter,Humanoid,human,1/8,CoS,https://5e.tools/bestiary.html#nikolai%20wachter_cos
Nilbog,Humanoid,goblinoid,1,VGM,https://5e.tools/bestiary.html#nilbog_vgm
Niles Breakbone,Humanoid,human,1/8,ToA,https://5e.tools/bestiary.html#niles%20breakbone_toa
Nimblewright,Construct,,4,WDH,https://5e.tools/bestiary.html#nimblewright_wdh
Nimir,Giant,,13,SKT,https://5e.tools/bestiary.html#nimir_skt
Nimira,Humanoid,dwarf,3,TftYP,https://5e.tools/bestiary.html#nimira_tftyp
Nine-Fingers Keene,Humanoid,human,5,BGDIA,https://5e.tools/bestiary.html#nine-fingers%20keene_bgdia
Nintra Siotta,Fey,,16,CM,https://5e.tools/bestiary.html#nintra%20siotta_cm
Niv-Mizzet,Dragon,,26,GGR,https://5e.tools/bestiary.html#niv-mizzet_ggr
Nivix Cyclops,Giant,,8,GGR,https://5e.tools/bestiary.html#nivix%20cyclops_ggr
Noble,Humanoid,any race,1/8,MM,https://5e.tools/bestiary.html#noble_mm
Noori,Humanoid,human,2,SKT,https://5e.tools/bestiary.html#noori_skt
Norker,Humanoid,goblinoid,1/2,MFF,https://5e.tools/bestiary.html#norker_mff
Norker War Leader,Humanoid,goblinoid,3,MFF,https://5e.tools/bestiary.html#norker%20war%20leader_mff
Nosferatu,Undead,,8,VRGR,https://5e.tools/bestiary.html#nosferatu_vrgr
Noska Ur'gray,Humanoid,dwarf,1/2,WDH,https://5e.tools/bestiary.html#noska%20ur'gray_wdh
Nothic,Aberration,,2,MM,https://5e.tools/bestiary.html#nothic_mm
Nundro Rockseeker,Humanoid,dwarf,0,LMoP,https://5e.tools/bestiary.html#nundro%20rockseeker_lmop
Nupperibo,Fiend,devil,1/2,MTF,https://5e.tools/bestiary.html#nupperibo_mtf
"Nurvureem, The Dark Lady",Dragon,,14,PotA,https://5e.tools/bestiary.html#nurvureem%2c%20the%20dark%20lady_pota
Nycaloth,Fiend,yugoloth,9,MM,https://5e.tools/bestiary.html#nycaloth_mm
Nym,Giant,,13,SKT,https://5e.tools/bestiary.html#nym_skt
Nyx-Fleece Ram,Monstrosity,,1,MOT,https://5e.tools/bestiary.html#nyx-fleece%20ram_mot
Oak Truestrike,Humanoid,elf,2,AI,https://5e.tools/bestiary.html#oak%20truestrike_ai
Oaken Bolter,Construct,,5,MTF,https://5e.tools/bestiary.html#oaken%20bolter_mtf
Obaya Uday,Humanoid,human,2,WDH,https://5e.tools/bestiary.html#obaya%20uday_wdh
Oblex Spawn,Ooze,,1/4,MTF,https://5e.tools/bestiary.html#oblex%20spawn_mtf
Obliteros,Beast,,5,WDH,https://5e.tools/bestiary.html#obliteros_wdh
Obmi,Humanoid,dwarf,8,TftYP,https://5e.tools/bestiary.html#obmi_tftyp
Obzedat Ghost,Undead,,8,GGR,https://5e.tools/bestiary.html#obzedat%20ghost_ggr
Oceanus,Humanoid,elf,1/2,GoS,https://5e.tools/bestiary.html#oceanus_gos
