NAME,TYPE,WEIGHT,ATTUNEMENT,RARITY,SOURCE,LINK
Last Stand Spiked Armor,Medium Armor,45 lb.,N,Very Rare,EGW,https://5e.tools/items.html#last%20stand%20spiked%20armor_egw
Last Stand Splint Armor,Heavy Armor,60 lb.,N,Very Rare,EGW,https://5e.tools/items.html#last%20stand%20splint%20armor_egw
Last Stand Studded Leather Armor,Light Armor,13 lb.,N,Very Rare,EGW,https://5e.tools/items.html#last%20stand%20studded%20leather%20armor_egw
Leather Armor of Acid Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20acid%20resistance_dmg
Leather Armor of Cold Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20cold%20resistance_dmg
Leather Armor of Fire Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20fire%20resistance_dmg
Leather Armor of Force Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20force%20resistance_dmg
Leather Armor of Gleaming,Light Armor,10 lb.,N,Common,XGE,https://5e.tools/items.html#leather%20armor%20of%20gleaming_xge
Leather Armor of Lightning Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20lightning%20resistance_dmg
Leather Armor of Necrotic Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20necrotic%20resistance_dmg
Leather Armor of Poison Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20poison%20resistance_dmg
Leather Armor of Psychic Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20psychic%20resistance_dmg
Leather Armor of Radiant Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20radiant%20resistance_dmg
Leather Armor of Thunder Resistance,Light Armor,10 lb.,Y,Rare,DMG,https://5e.tools/items.html#leather%20armor%20of%20thunder%20resistance_dmg
Leather Golem Armor,Light Armor,10 lb.,Y,Rare,LLK,https://5e.tools/items.html#leather%20golem%20armor_llk
Libram of Souls and Flesh,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#libram%20of%20souls%20and%20flesh_tce
Lifewell Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#lifewell%20tattoo_tce
Lifewell Tattoo,"Wondrous Item, Tattoo",—,Y,Rare,UA20SMT,https://5e.tools/items.html#lifewell%20tattoo_ua20smt
Light Crossbow of Certain Death,"Simple Weapon, Ranged Weapon",5 lb.,N,Rare,EGW,https://5e.tools/items.html#light%20crossbow%20of%20certain%20death_egw
Light Crossbow of Warning,"Simple Weapon, Ranged Weapon",5 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#light%20crossbow%20of%20warning_dmg
Light Hammer Armblade,"Simple Weapon, Melee Weapon",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#light%20hammer%20armblade_erlw
Light Hammer of Certain Death,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#light%20hammer%20of%20certain%20death_egw
Light Hammer of Warning,"Simple Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#light%20hammer%20of%20warning_dmg
Light Repeating Crossbow of Certain Death,"Simple Weapon, Ranged Weapon",5 lb.,N,Rare,EGW,https://5e.tools/items.html#light%20repeating%20crossbow%20of%20certain%20death_egw
Light Repeating Crossbow of Warning,"Simple Weapon, Ranged Weapon",5 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#light%20repeating%20crossbow%20of%20warning_dmg
Lightbringer,"Simple Weapon, Melee Weapon",4 lb.,N,Uncommon,LMoP,https://5e.tools/items.html#lightbringer_lmop
Lightning Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#lightning%20absorbing%20tattoo_tce
Living Armor,Generic Variant,—,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20armor_erlw
Living Breastplate,Medium Armor,20 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20breastplate_erlw
Living Chain Mail,Heavy Armor,55 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20chain%20mail_erlw
Living Chain Shirt,Medium Armor,20 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20chain%20shirt_erlw
Living Gloves,Wondrous Item,—,Y,Uncommon,ERLW,https://5e.tools/items.html#living%20gloves_erlw
Living Half Plate Armor,Medium Armor,40 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20half%20plate%20armor_erlw
Living Hide Armor,Medium Armor,12 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20hide%20armor_erlw
Living Leather Armor,Light Armor,10 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20leather%20armor_erlw
Living Padded Armor,Light Armor,8 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20padded%20armor_erlw
Living Plate Armor,Heavy Armor,65 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20plate%20armor_erlw
Living Ring Mail,Heavy Armor,40 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20ring%20mail_erlw
Living Scale Mail,Medium Armor,45 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20scale%20mail_erlw
Living Spiked Armor,Medium Armor,45 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20spiked%20armor_erlw
Living Splint Armor,Heavy Armor,60 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20splint%20armor_erlw
Living Studded Leather Armor,Light Armor,13 lb.,Y,Very Rare,ERLW,https://5e.tools/items.html#living%20studded%20leather%20armor_erlw
Loadstone,Wondrous Item,1 lb.,N,Rare,TftYP,https://5e.tools/items.html#loadstone_tftyp
Lock of Trickery,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#lock%20of%20trickery_xge
Longbow of Certain Death,"Martial Weapon, Ranged Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#longbow%20of%20certain%20death_egw
Longbow of Warning,"Martial Weapon, Ranged Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#longbow%20of%20warning_dmg
Longsword Armblade,"Martial Weapon, Melee Weapon",3 lb.,Y,Common,ERLW,https://5e.tools/items.html#longsword%20armblade_erlw
Longsword of Certain Death,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#longsword%20of%20certain%20death_egw
Longsword of Life Stealing,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,DMG,https://5e.tools/items.html#longsword%20of%20life%20stealing_dmg
Longsword of Sharpness,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#longsword%20of%20sharpness_dmg
Longsword of the Medusa,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#longsword%20of%20the%20medusa_llk
Longsword of Vengeance,"Martial Weapon, Melee Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#longsword%20of%20vengeance_dmg
Longsword of Warning,"Martial Weapon, Melee Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#longsword%20of%20warning_dmg
Longsword of Wounding,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,DMG,https://5e.tools/items.html#longsword%20of%20wounding_dmg
Lord's Ensemble,Wondrous Item,—,Y,Very Rare,WDH,https://5e.tools/items.html#lord's%20ensemble_wdh
Lost Crown of Besilmer,Wondrous Item,—,Y,Legendary,PotA,https://5e.tools/items.html#lost%20crown%20of%20besilmer_pota
Luba's Tarokka of Souls,Wondrous Item,—,Y,Artifact,TCE,https://5e.tools/items.html#luba's%20tarokka%20of%20souls_tce
Luck Blade,Generic Variant,—,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade_dmg
Luck Blade Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade%20double-bladed%20scimitar_dmg
Luck Blade Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade%20greatsword_dmg
Luck Blade Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade%20longsword_dmg
Luck Blade Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade%20rapier_dmg
Luck Blade Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade%20scimitar_dmg
Luck Blade Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Legendary,DMG,https://5e.tools/items.html#luck%20blade%20shortsword_dmg
Luxon Beacon,Wondrous Item,—,N,Legendary,EGW,https://5e.tools/items.html#luxon%20beacon_egw
Lyre of Building,"Wondrous Item, Instrument",2 lb.,Y,Rare,TCE,https://5e.tools/items.html#lyre%20of%20building_tce
Mabaran Ebony Rod,"Wondrous Item, Spellcasting Focus",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#mabaran%20ebony%20rod_erlw
Mabaran Ebony Staff,"Wondrous Item, Staff, Melee Weapon, Spellcasting Focus",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#mabaran%20ebony%20staff_erlw
Mabaran Ebony Wand,"Wondrous Item, Spellcasting Focus",1 lb.,Y,Common,ERLW,https://5e.tools/items.html#mabaran%20ebony%20wand_erlw
Mabaran Obsidian Crystal,"Wondrous Item, Spellcasting Focus",1 lb.,Y,Common,ERLW,https://5e.tools/items.html#mabaran%20obsidian%20crystal_erlw
Mabaran Obsidian Orb,"Wondrous Item, Spellcasting Focus",3 lb.,Y,Common,ERLW,https://5e.tools/items.html#mabaran%20obsidian%20orb_erlw
Mace Armblade,"Simple Weapon, Melee Weapon",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#mace%20armblade_erlw
Mace of Certain Death,"Simple Weapon, Melee Weapon",4 lb.,N,Rare,EGW,https://5e.tools/items.html#mace%20of%20certain%20death_egw
Mace of Disruption,"Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#mace%20of%20disruption_dmg
Mace of Smiting,"Simple Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#mace%20of%20smiting_dmg
Mace of Terror,"Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#mace%20of%20terror_dmg
Mace of the Black Crown,"Simple Weapon, Melee Weapon",4 lb.,Y,Artifact,EGW,https://5e.tools/items.html#mace%20of%20the%20black%20crown_egw
Mace of Warning,"Simple Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#mace%20of%20warning_dmg
Maddgoth's Helm,Other,—,Y,Very Rare,WDMM,https://5e.tools/items.html#maddgoth's%20helm_wdmm
Mantle of Spell Resistance,Wondrous Item,—,Y,Rare,DMG,https://5e.tools/items.html#mantle%20of%20spell%20resistance_dmg
Manual of Bodily Health,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20bodily%20health_dmg
Manual of Clay Golems,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20clay%20golems_dmg
Manual of Flesh Golems,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20flesh%20golems_dmg
Manual of Gainful Exercise,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20gainful%20exercise_dmg
Manual of Golems,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20golems_dmg
Manual of Iron Golems,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20iron%20golems_dmg
Manual of Quickness of Action,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20quickness%20of%20action_dmg
Manual of Stone Golems,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#manual%20of%20stone%20golems_dmg
Mariner's Armor,Generic Variant,—,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20armor_dmg
Mariner's Breastplate,Medium Armor,20 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20breastplate_dmg
Mariner's Chain Mail,Heavy Armor,55 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20chain%20mail_dmg
Mariner's Chain Shirt,Medium Armor,20 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20chain%20shirt_dmg
Mariner's Half Plate Armor,Medium Armor,40 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20half%20plate%20armor_dmg
Mariner's Hide Armor,Medium Armor,12 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20hide%20armor_dmg
Mariner's Leather Armor,Light Armor,10 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20leather%20armor_dmg
Mariner's Padded Armor,Light Armor,8 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20padded%20armor_dmg
Mariner's Plate Armor,Heavy Armor,65 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20plate%20armor_dmg
Mariner's Ring Mail,Heavy Armor,40 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20ring%20mail_dmg
Mariner's Scale Mail,Medium Armor,45 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20scale%20mail_dmg
Mariner's Spiked Armor,Medium Armor,45 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20spiked%20armor_dmg
Mariner's Splint Armor,Heavy Armor,60 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20splint%20armor_dmg
Mariner's Studded Leather Armor,Light Armor,13 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mariner's%20studded%20leather%20armor_dmg
Mask of the Beast,Wondrous Item,1 lb.,N,Uncommon,ToA,https://5e.tools/items.html#mask%20of%20the%20beast_toa
Mask of the Dragon Queen,Wondrous Item,—,Y,Artifact,RoT,https://5e.tools/items.html#mask%20of%20the%20dragon%20queen_rot
Masquerade Tattoo,"Wondrous Item, Tattoo",—,Y,Common,TCE,https://5e.tools/items.html#masquerade%20tattoo_tce
Masquerade Tattoo,"Wondrous Item, Tattoo",—,Y,Common,UA20SMT,https://5e.tools/items.html#masquerade%20tattoo_ua20smt
"Mastix, Whip of Erebos","Martial Weapon, Melee Weapon",3 lb.,Y,Artifact,MOT,https://5e.tools/items.html#mastix%2c%20whip%20of%20erebos_mot
Matalotok,"Martial Weapon, Melee Weapon",2 lb.,Y,Legendary,BGDIA,https://5e.tools/items.html#matalotok_bgdia
Maul of Certain Death,"Martial Weapon, Melee Weapon",10 lb.,N,Rare,EGW,https://5e.tools/items.html#maul%20of%20certain%20death_egw
Maul of Warning,"Martial Weapon, Melee Weapon",10 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#maul%20of%20warning_dmg
Medallion of Thoughts,Wondrous Item,1 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#medallion%20of%20thoughts_dmg
Mighty Servant of Leuk-o,Wondrous Item,—,Y,Artifact,TCE,https://5e.tools/items.html#mighty%20servant%20of%20leuk-o_tce
Mind Blade,Generic Variant,—,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade_vgm
Mind Blade Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade%20double-bladed%20scimitar_vgm
Mind Blade Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade%20greatsword_vgm
Mind Blade Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade%20longsword_vgm
Mind Blade Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade%20rapier_vgm
Mind Blade Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade%20scimitar_vgm
Mind Blade Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20blade%20shortsword_vgm
Mind Carapace Armor,Generic Variant,—,Y,Uncommon,VGM,https://5e.tools/items.html#mind%20carapace%20armor_vgm
Mind Carapace Chain Mail,Heavy Armor,55 lb.,Y,Uncommon,VGM,https://5e.tools/items.html#mind%20carapace%20chain%20mail_vgm
Mind Carapace Plate Armor,Heavy Armor,65 lb.,Y,Uncommon,VGM,https://5e.tools/items.html#mind%20carapace%20plate%20armor_vgm
Mind Carapace Ring Mail,Heavy Armor,40 lb.,Y,Uncommon,VGM,https://5e.tools/items.html#mind%20carapace%20ring%20mail_vgm
Mind Carapace Splint Armor,Heavy Armor,60 lb.,Y,Uncommon,VGM,https://5e.tools/items.html#mind%20carapace%20splint%20armor_vgm
Mind Lash,Melee Weapon,3 lb.,Y,Rare,VGM,https://5e.tools/items.html#mind%20lash_vgm
Mirror of Life Trapping,Wondrous Item,50 lb.,N,Very Rare,DMG,https://5e.tools/items.html#mirror%20of%20life%20trapping_dmg
Mirror of the Past,Wondrous Item,1 lb.,N,Rare,TftYP,https://5e.tools/items.html#mirror%20of%20the%20past_tftyp
Mithral Armor,Generic Variant,—,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20armor_dmg
Mithral Breastplate,Medium Armor,20 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20breastplate_dmg
Mithral Chain Mail,Heavy Armor,55 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20chain%20mail_dmg
Mithral Chain Shirt,Medium Armor,20 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20chain%20shirt_dmg
Mithral Half Plate Armor,Medium Armor,40 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20half%20plate%20armor_dmg
Mithral Plate Armor,Heavy Armor,65 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20plate%20armor_dmg
Mithral Ring Mail,Heavy Armor,40 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20ring%20mail_dmg
Mithral Scale Mail,Medium Armor,45 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20scale%20mail_dmg
Mithral Spiked Armor,Medium Armor,45 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20spiked%20armor_dmg
Mithral Splint Armor,Heavy Armor,60 lb.,N,Uncommon,DMG,https://5e.tools/items.html#mithral%20splint%20armor_dmg
Mizzium Apparatus,Wondrous Item,8 lb.,Y,Uncommon,GGR,https://5e.tools/items.html#mizzium%20apparatus_ggr
Mizzium Armor,Generic Variant,—,N,Rare,GGR,https://5e.tools/items.html#mizzium%20armor_ggr
Mizzium Breastplate,Medium Armor,20 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20breastplate_ggr
Mizzium Chain Mail,Heavy Armor,55 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20chain%20mail_ggr
Mizzium Chain Shirt,Medium Armor,20 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20chain%20shirt_ggr
Mizzium Half Plate Armor,Medium Armor,40 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20half%20plate%20armor_ggr
Mizzium Mortar,Wondrous Item,—,N,Rare,GGR,https://5e.tools/items.html#mizzium%20mortar_ggr
Mizzium Plate Armor,Heavy Armor,65 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20plate%20armor_ggr
Mizzium Ring Mail,Heavy Armor,40 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20ring%20mail_ggr
Mizzium Scale Mail,Medium Armor,45 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20scale%20mail_ggr
Mizzium Spiked Armor,Medium Armor,45 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20spiked%20armor_ggr
Mizzium Splint Armor,Heavy Armor,60 lb.,N,Rare,GGR,https://5e.tools/items.html#mizzium%20splint%20armor_ggr
Molten Bronze Skin,Generic Variant,—,Y,Rare,MOT,https://5e.tools/items.html#molten%20bronze%20skin_mot
Molten Bronze Skin (Breastplate),Medium Armor,20 lb.,Y,Rare,MOT,https://5e.tools/items.html#molten%20bronze%20skin%20(breastplate)_mot
Molten Bronze Skin (Half Plate),Medium Armor,40 lb.,Y,Rare,MOT,https://5e.tools/items.html#molten%20bronze%20skin%20(half%20plate)_mot
Molten Bronze Skin (Plate),Heavy Armor,65 lb.,Y,Rare,MOT,https://5e.tools/items.html#molten%20bronze%20skin%20(plate)_mot
Moodmark Paint,Wondrous Item,—,N,Common,GGR,https://5e.tools/items.html#moodmark%20paint_ggr
Moon-Touched Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,N,Common,XGE,https://5e.tools/items.html#moon-touched%20double-bladed%20scimitar_xge
Moon-Touched Greatsword,"Martial Weapon, Melee Weapon",6 lb.,N,Common,XGE,https://5e.tools/items.html#moon-touched%20greatsword_xge
Moon-Touched Longsword,"Martial Weapon, Melee Weapon",3 lb.,N,Common,XGE,https://5e.tools/items.html#moon-touched%20longsword_xge
Moon-Touched Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Common,XGE,https://5e.tools/items.html#moon-touched%20rapier_xge
Moon-Touched Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Common,XGE,https://5e.tools/items.html#moon-touched%20scimitar_xge
Moon-Touched Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Common,XGE,https://5e.tools/items.html#moon-touched%20shortsword_xge
Moon-Touched Sword,Generic Variant,—,N,Common,XGE,https://5e.tools/items.html#moon-touched%20sword_xge
Moonblade,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#moonblade_dmg
Morningstar Armblade,"Martial Weapon, Melee Weapon",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#morningstar%20armblade_erlw
Morningstar of Certain Death,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,EGW,https://5e.tools/items.html#morningstar%20of%20certain%20death_egw
Morningstar of Warning,"Martial Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#morningstar%20of%20warning_dmg
Mummy Rot Antidote,Potion,—,N,Uncommon,IMR,https://5e.tools/items.html#mummy%20rot%20antidote_imr
Musket of Certain Death,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",10 lb.,N,Rare,EGW,https://5e.tools/items.html#musket%20of%20certain%20death_egw
Musket of Warning,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",10 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#musket%20of%20warning_dmg
Mystery Key,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#mystery%20key_xge
Nature's Mantle,Wondrous Item,2 lb.,Y,Uncommon,TCE,https://5e.tools/items.html#nature's%20mantle_tce
Navigation Orb,Wondrous Item,—,Y,Very Rare,SKT,https://5e.tools/items.html#navigation%20orb_skt
Necklace of Adaptation,Wondrous Item,1 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#necklace%20of%20adaptation_dmg
Necklace of Fireballs,Wondrous Item,1 lb.,N,Rare,DMG,https://5e.tools/items.html#necklace%20of%20fireballs_dmg
Necklace of Prayer Beads,Wondrous Item,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#necklace%20of%20prayer%20beads_dmg
Necrotic Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#necrotic%20absorbing%20tattoo_tce
Needle of Mending,"Simple Weapon, Melee Weapon",1 lb.,Y,Rare,EGW,https://5e.tools/items.html#needle%20of%20mending_egw
Nepenthe,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,VRGR,https://5e.tools/items.html#nepenthe_vrgr
Net of Warning,"Martial Weapon, Ranged Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#net%20of%20warning_dmg
Nether Scroll of Azumar,Scroll,—,N,Legendary,CM,https://5e.tools/items.html#nether%20scroll%20of%20azumar_cm
Night Caller,Wondrous Item,1 lb.,N,Uncommon,TftYP,https://5e.tools/items.html#night%20caller_tftyp
Nightfall Pearl,Wondrous Item,—,Y,Legendary,EGW,https://5e.tools/items.html#nightfall%20pearl_egw
Nine Lives Stealer,Generic Variant,—,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer_dmg
Nine Lives Stealer Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer%20double-bladed%20scimitar_dmg
Nine Lives Stealer Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer%20greatsword_dmg
Nine Lives Stealer Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer%20longsword_dmg
Nine Lives Stealer Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer%20rapier_dmg
Nine Lives Stealer Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer%20scimitar_dmg
Nine Lives Stealer Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#nine%20lives%20stealer%20shortsword_dmg
Nolzur's Marvelous Pigments,Wondrous Item,1 lb.,N,Very Rare,DMG,https://5e.tools/items.html#nolzur's%20marvelous%20pigments_dmg
Oathbow,"Martial Weapon, Ranged Weapon",2 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#oathbow_dmg
Obsidian Flint Dragon Plate,Heavy Armor,65 lb.,N,Legendary,BGDIA,https://5e.tools/items.html#obsidian%20flint%20dragon%20plate_bgdia
Oil of Etherealness,Potion,—,N,Rare,DMG,https://5e.tools/items.html#oil%20of%20etherealness_dmg
Oil of Sharpness,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#oil%20of%20sharpness_dmg
Oil of Slipperiness,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#oil%20of%20slipperiness_dmg
Opal of the Ild Rune,Wondrous Item,—,Y,Rare,SKT,https://5e.tools/items.html#opal%20of%20the%20ild%20rune_skt
Opal of the Ild Rune,Master Rune,—,Y,Rare,UAPCRM,https://5e.tools/items.html#opal%20of%20the%20ild%20rune_uapcrm
Orb of Direction,Wondrous Item,3 lb.,N,Common,XGE,https://5e.tools/items.html#orb%20of%20direction_xge
Orb of Dragonkind,Wondrous Item,3 lb.,Y,Artifact,DMG,https://5e.tools/items.html#orb%20of%20dragonkind_dmg
Orb of Gonging,Wondrous Item,5 lb.,N,Common,WDMM,https://5e.tools/items.html#orb%20of%20gonging_wdmm
Orb of Shielding,"Wondrous Item, Spellcasting Focus",3 lb.,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding_erlw
Orb of Shielding (Fernian Basalt),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(fernian%20basalt)_erlw
Orb of Shielding (Irian Quartz),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(irian%20quartz)_erlw
